"","COL1","COL2","COL3","COL4","COL5","COL6","COL7"
"D6-H6-PLATE 4-NEW","0.527010490065271","0.527010490065271","0.527010490065271","0.527010490065271","0.527010490065271","0.92296370296633",NA
"D6-H6-PLATE 4-OLD","0.977949360628986","0.977949360628986","0.977949360628986","0.977949360628986","0.977949360628986","0.798254951749761","0.527010490065271"
"27","D7.H7.PLATE.1.NEW","D7.H7.PLATE.1.OLD","D7.H7.PLATE.2.NEW","D7.H7.PLATE.2.OLD","D7.H7.PLATE.3.NEW","D7.H7.PLATE.3.OLD","D7.H7.PLATE.4.NEW"
"D7-H7-PLATE 1-OLD","0.875476461283236",NA,NA,NA,NA,NA,NA
"D7-H7-PLATE 2-NEW","0.940019789515323","0.875476461283236",NA,NA,NA,NA,NA
"D7-H7-PLATE 2-OLD","0.981831589616765","0.875476461283236","0.940019789515323",NA,NA,NA,NA
"D7-H7-PLATE 3-NEW","0.875476461283236","0.875476461283236","0.940019789515323","0.875476461283236",NA,NA,NA
"D7-H7-PLATE 3-OLD","0.940019789515323","0.875476461283236","0.981831589616765","0.940019789515323","0.940019789515323",NA,NA
"D7-H7-PLATE 4-NEW","0.940019789515323","0.978055361233194","0.875476461283236","0.940019789515323","0.875476461283236","0.875476461283236",NA
"D7-H7-PLATE 4-OLD","0.940019789515323","0.875476461283236","0.981831589616765","0.940019789515323","0.940019789515323","0.981831589616765","0.875476461283236"
"28","D8.H8.PLATE.1.NEW","D8.H8.PLATE.1.OLD","D8.H8.PLATE.2.NEW","D8.H8.PLATE.2.OLD","D8.H8.PLATE.3.NEW","D8.H8.PLATE.3.OLD","D8.H8.PLATE.4.NEW"
"D8-H8-PLATE 1-OLD","0.218382378191787",NA,NA,NA,NA,NA,NA
"D8-H8-PLATE 2-NEW","0.490445571655744","0.556987081398734",NA,NA,NA,NA,NA
"D8-H8-PLATE 2-OLD","0.218382378191787","0.958344626508251","0.635157728359946",NA,NA,NA,NA
"D8-H8-PLATE 3-NEW","0.218382378191787","0.958344626508251","0.556987081398734","0.958344626508251",NA,NA,NA
"D8-H8-PLATE 3-OLD","0.218382378191787","0.958344626508251","0.556987081398734","0.958344626508251","0.958344626508251",NA,NA
"D8-H8-PLATE 4-NEW","0.556987081398734","0.490445571655744","0.936355232262401","0.55092130248685","0.490445571655744","0.490445571655744",NA
"D8-H8-PLATE 4-OLD","0.490445571655744","0.640729731069097","0.958344626508251","0.702317529164586","0.635157728359946","0.649832150524678","0.702317529164586"
